,t,ml,mr,sl,sr,p,i,d
7951,305857,37.60,42.40,383.00,410.00,1.75,0.00,0.00
7952,305864,37.78,42.22,385.00,410.00,1.75,0.00,0.00
7953,305871,35.20,44.80,385.00,439.00,1.75,0.00,0.00
7954,305879,30.31,49.69,372.00,481.00,1.75,0.00,0.00
7955,305885,25.95,54.05,354.00,512.00,1.75,0.00,0.00
7956,305892,24.44,55.56,361.00,536.00,1.75,0.00,0.00
7957,305899,22.04,57.96,359.00,561.00,1.75,0.00,0.00
7958,305906,22.93,57.07,376.00,568.00,1.75,0.00,0.00
7959,305913,21.42,58.58,368.00,577.00,1.75,0.00,0.00
7960,305921,19.91,60.09,374.00,600.00,1.75,0.00,0.00
7961,305927,21.42,58.58,374.00,583.00,1.75,0.00,0.00
7962,305934,17.95,62.05,360.00,608.00,1.75,0.00,0.00
7963,305941,14.31,65.69,346.00,635.00,1.75,0.00,0.00
7964,305948,12.09,67.91,341.00,655.00,1.75,0.00,0.00
7965,305954,8.53,71.47,334.00,688.00,1.75,0.00,0.00
7966,305961,7.46,72.54,318.00,684.00,1.75,0.00,0.00
7967,305969,4.08,75.92,303.00,707.00,1.75,0.00,0.00
7968,305976,3.55,76.45,298.00,708.00,1.75,0.00,0.00
7969,305982,7.02,72.98,327.00,698.00,1.75,0.00,0.00
7970,305989,10.84,69.16,350.00,678.00,1.75,0.00,0.00
7971,305996,13.77,66.23,372.00,667.00,1.75,0.00,0.00
7972,306003,13.69,66.31,368.00,664.00,1.75,0.00,0.00
7973,306011,15.64,64.36,373.00,647.00,1.75,0.00,0.00
7974,306017,14.75,65.25,378.00,662.00,1.75,0.00,0.00
7975,306024,18.31,61.69,378.00,622.00,1.75,0.00,0.00
7976,306031,18.84,61.16,369.00,607.00,1.75,0.00,0.00
7977,306038,24.09,55.91,381.00,560.00,1.75,0.00,0.00
7978,306045,23.02,56.98,342.00,533.00,1.75,0.00,0.00
7979,306052,25.78,54.22,329.00,489.00,1.75,0.00,0.00
7980,306059,28.98,51.02,358.00,482.00,1.75,0.00,0.00
7981,306066,35.38,44.62,406.00,458.00,1.75,0.00,0.00
7982,306073,36.89,43.11,401.00,436.00,1.75,0.00,0.00
7983,306079,40.27,39.73,392.00,389.00,1.75,0.00,0.00
7984,306086,42.13,37.87,393.00,369.00,1.75,0.00,0.00
7985,306094,43.47,36.53,376.00,337.00,1.75,0.00,0.00
7986,306101,44.27,35.73,347.00,299.00,1.75,0.00,0.00
7987,306108,49.25,30.75,375.00,271.00,1.75,0.00,0.00
7988,306115,49.42,30.58,392.00,286.00,1.75,0.00,0.00
7989,306121,47.82,32.18,398.00,310.00,1.75,0.00,0.00
7990,306128,43.29,36.71,364.00,327.00,1.75,0.00,0.00
7991,306136,39.82,40.18,345.00,347.00,1.75,0.00,0.00
7992,306143,38.40,41.60,346.00,364.00,1.75,0.00,0.00
7993,306149,35.20,44.80,366.00,420.00,1.75,0.00,0.00
7994,306156,31.82,48.18,379.00,471.00,1.75,0.00,0.00
7995,306163,26.22,53.78,370.00,525.00,1.75,0.00,0.00
7996,306170,21.69,58.31,356.00,562.00,1.75,0.00,0.00
7997,306178,15.37,64.63,326.00,603.00,1.75,0.00,0.00
7998,306184,14.75,65.25,326.00,610.00,1.75,0.00,0.00
7999,306191,6.84,73.16,304.00,677.00,1.75,0.00,0.00
8000,306198,7.91,72.09,323.00,684.00,1.75,0.00,0.00
8001,306205,2.48,77.52,337.00,759.00,1.75,0.00,0.00
8002,306211,3.28,76.72,321.00,734.00,1.75,0.00,0.00
8003,306219,0.71,79.29,297.00,739.00,1.75,0.00,0.00
8004,306226,0.97,79.03,292.00,731.00,1.75,0.00,0.00
8005,306233,-0.09,80.09,276.00,727.00,1.75,0.00,0.00
8006,306239,-0.54,80.54,280.00,736.00,1.75,0.00,0.00
8007,306246,7.11,72.89,333.00,703.00,1.75,0.00,0.00
8008,306253,9.51,70.49,380.00,723.00,1.75,0.00,0.00
8009,306260,14.75,65.25,410.00,694.00,1.75,0.00,0.00
8010,306267,16.62,63.38,352.00,615.00,1.75,0.00,0.00
8011,306274,13.33,66.67,342.00,642.00,1.75,0.00,0.00
8012,306281,20.35,59.65,345.00,566.00,1.75,0.00,0.00
8013,306288,25.24,54.76,366.00,532.00,1.75,0.00,0.00
8014,306295,30.93,49.07,366.00,468.00,1.75,0.00,0.00
8015,306301,37.60,42.40,367.00,394.00,1.75,0.00,0.00
8016,306309,38.04,41.96,347.00,369.00,1.75,0.00,0.00
8017,306316,40.89,39.11,358.00,348.00,1.75,0.00,0.00
8018,306323,47.73,32.27,408.00,321.00,1.75,0.00,0.00
8019,306330,51.65,28.35,450.00,319.00,1.75,0.00,0.00
8020,306337,45.87,34.13,387.00,321.00,1.75,0.00,0.00
8021,306343,45.87,34.13,384.00,318.00,1.75,0.00,0.00
8022,306351,46.13,33.87,388.00,319.00,1.75,0.00,0.00
8023,306358,44.44,35.56,363.00,313.00,1.75,0.00,0.00
8024,306365,43.47,36.53,348.00,309.00,1.75,0.00,0.00
8025,306372,41.51,38.49,319.00,302.00,1.75,0.00,0.00
8026,306379,41.24,38.76,307.00,293.00,1.75,0.00,0.00
8027,306385,41.33,38.67,324.00,309.00,1.75,0.00,0.00
8028,306393,40.80,39.20,330.00,321.00,1.75,0.00,0.00
8029,306400,35.20,44.80,299.00,353.00,1.75,0.00,0.00
8030,306407,30.40,49.60,303.00,411.00,1.75,0.00,0.00
8031,306414,24.62,55.38,322.00,495.00,1.75,0.00,0.00
8032,306420,22.31,57.69,330.00,529.00,1.75,0.00,0.00
8033,306427,18.58,61.42,310.00,551.00,1.75,0.00,0.00
8034,306435,14.93,65.07,287.00,569.00,1.75,0.00,0.00
8035,306442,12.97,67.03,295.00,599.00,1.75,0.00,0.00
8036,306449,10.22,69.78,298.00,633.00,1.75,0.00,0.00
8037,306455,10.49,69.51,316.00,648.00,1.75,0.00,0.00
8038,306462,9.24,70.76,325.00,671.00,1.75,0.00,0.00
8039,306469,5.15,74.85,286.00,678.00,1.75,0.00,0.00
8040,306477,9.06,70.94,328.00,676.00,1.75,0.00,0.00
8041,306483,10.13,69.87,365.00,701.00,1.75,0.00,0.00
8042,306490,10.13,69.87,359.00,695.00,1.75,0.00,0.00
8043,306497,9.15,70.85,322.00,669.00,1.75,0.00,0.00
8044,306504,7.46,72.54,314.00,680.00,1.75,0.00,0.00
8045,306510,6.57,73.43,293.00,669.00,1.75,0.00,0.00
8046,306518,8.53,71.47,278.00,632.00,1.75,0.00,0.00
8047,306525,9.60,70.40,285.00,627.00,1.75,0.00,0.00
8048,306531,9.33,70.67,263.00,608.00,1.75,0.00,0.00
8049,306538,13.15,66.85,252.00,554.00,1.75,0.00,0.00
8050,306545,14.22,65.78,258.00,548.00,1.75,0.00,0.00
8051,306552,18.04,61.96,267.00,514.00,1.75,0.00,0.00
8052,306560,21.33,58.67,293.00,503.00,1.75,0.00,0.00
8053,306567,31.20,48.80,309.00,408.00,1.75,0.00,0.00
8054,306573,35.11,44.89,316.00,371.00,1.75,0.00,0.00
8055,306580,39.47,40.53,318.00,324.00,1.75,0.00,0.00
8056,306587,45.16,34.84,340.00,282.00,1.75,0.00,0.00
8057,306594,49.25,30.75,356.00,252.00,1.75,0.00,0.00
8058,306601,48.71,31.29,361.00,263.00,1.75,0.00,0.00
8059,306609,49.78,30.22,372.00,262.00,1.75,0.00,0.00
8060,306615,50.31,29.69,367.00,251.00,1.75,0.00,0.00
8061,306622,51.82,28.18,367.00,234.00,1.75,0.00,0.00
8062,306629,52.71,27.29,346.00,203.00,1.75,0.00,0.00
8063,306636,51.11,28.89,332.00,207.00,1.75,0.00,0.00
8064,306643,50.40,29.60,306.00,189.00,1.75,0.00,0.00
8065,306651,46.05,33.95,254.00,186.00,1.75,0.00,0.00
8066,306658,44.80,35.20,219.00,165.00,1.75,0.00,0.00
8067,306664,42.49,37.51,205.00,177.00,1.75,0.00,0.00
8068,306671,39.20,40.80,217.00,226.00,1.75,0.00,0.00
8069,306678,38.22,41.78,232.00,252.00,1.75,0.00,0.00
8070,306685,35.02,44.98,261.00,317.00,1.75,0.00,0.00
8071,306692,25.78,54.22,242.00,402.00,1.75,0.00,0.00
8072,306699,20.09,59.91,259.00,483.00,1.75,0.00,0.00
8073,306706,17.24,62.76,261.00,517.00,1.75,0.00,0.00
8074,306713,16.26,63.74,263.00,530.00,1.75,0.00,0.00
8075,306720,13.15,66.85,285.00,587.00,1.75,0.00,0.00
8076,306726,8.08,71.92,293.00,652.00,1.75,0.00,0.00
8077,306734,8.53,71.47,297.00,651.00,1.75,0.00,0.00
8078,306741,5.60,74.40,293.00,680.00,1.75,0.00,0.00
8079,306748,3.73,76.27,293.00,701.00,1.75,0.00,0.00
8080,306754,3.55,76.45,279.00,689.00,1.75,0.00,0.00
8081,306761,0.35,79.65,242.00,688.00,1.75,0.00,0.00
8082,306768,-1.43,81.43,212.00,678.00,1.75,0.00,0.00
8083,306776,1.77,78.23,223.00,653.00,1.75,0.00,0.00
8084,306782,5.15,74.85,246.00,638.00,1.75,0.00,0.00
8085,306789,11.64,68.36,287.00,606.00,1.75,0.00,0.00
8086,306796,16.09,63.91,288.00,557.00,1.75,0.00,0.00
8087,306803,23.29,56.71,285.00,473.00,1.75,0.00,0.00
8088,306810,29.24,50.76,278.00,399.00,1.75,0.00,0.00
8089,306817,34.84,45.16,263.00,321.00,1.75,0.00,0.00
8090,306824,42.67,37.33,272.00,242.00,1.75,0.00,0.00
8091,306831,47.91,32.09,287.00,198.00,1.75,0.00,0.00
8092,306838,49.51,30.49,269.00,162.00,1.75,0.00,0.00
8093,306845,47.11,32.89,243.00,163.00,1.75,0.00,0.00
8094,306852,45.78,34.22,235.00,170.00,1.75,0.00,0.00
8095,306860,48.80,31.20,258.00,159.00,1.75,0.00,0.00
8096,306866,49.96,30.04,279.00,167.00,1.75,0.00,0.00
8097,306873,48.00,32.00,265.00,175.00,1.75,0.00,0.00
8098,306880,44.80,35.20,234.00,180.00,1.75,0.00,0.00
8099,306887,44.62,35.38,224.00,172.00,1.75,0.00,0.00
8100,306894,43.82,36.18,221.00,178.00,1.75,0.00,0.00
8101,306902,41.24,38.76,230.00,216.00,1.75,0.00,0.00
8102,306908,44.53,35.47,266.00,215.00,1.75,0.00,0.00
8103,306915,48.18,31.82,274.00,182.00,1.75,0.00,0.00
8104,306922,49.51,30.49,277.00,170.00,1.75,0.00,0.00
8105,306929,48.27,31.73,288.00,195.00,1.75,0.00,0.00
8106,306936,48.98,31.02,320.00,219.00,1.75,0.00,0.00
8107,306944,48.53,31.47,329.00,233.00,1.75,0.00,0.00
8108,306951,46.67,33.33,324.00,249.00,1.75,0.00,0.00
8109,306958,42.49,37.51,317.00,289.00,1.75,0.00,0.00
8110,306964,34.75,45.25,308.00,367.00,1.75,0.00,0.00
8111,306971,28.98,51.02,304.00,428.00,1.75,0.00,0.00
8112,306978,22.93,57.07,296.00,488.00,1.75,0.00,0.00
8113,306985,18.75,61.25,293.00,532.00,1.75,0.00,0.00
8114,306993,12.26,67.74,290.00,602.00,1.75,0.00,0.00
8115,306999,12.89,67.11,320.00,625.00,1.75,0.00,0.00
8116,307006,14.13,65.87,330.00,621.00,1.75,0.00,0.00
8117,307013,12.62,67.38,339.00,647.00,1.75,0.00,0.00
8118,307020,8.17,71.83,358.00,716.00,1.75,0.00,0.00
8119,307027,11.91,68.09,363.00,679.00,1.75,0.00,0.00
8120,307034,8.00,72.00,335.00,695.00,1.75,0.00,0.00
8121,307041,9.33,70.67,321.00,666.00,1.75,0.00,0.00
8122,307048,14.13,65.87,345.00,636.00,1.75,0.00,0.00
8123,307055,17.06,62.94,364.00,622.00,1.75,0.00,0.00
8124,307061,19.91,60.09,349.00,575.00,1.75,0.00,0.00
8125,307068,25.33,54.67,379.00,544.00,1.75,0.00,0.00
8126,307076,26.40,53.60,383.00,536.00,1.75,0.00,0.00
8127,307083,30.93,49.07,369.00,471.00,1.75,0.00,0.00
8128,307090,32.00,48.00,341.00,431.00,1.75,0.00,0.00
8129,307096,36.36,43.64,335.00,376.00,1.75,0.00,0.00
8130,307103,41.78,38.22,344.00,324.00,1.75,0.00,0.00
8131,307110,46.93,33.07,367.00,289.00,1.75,0.00,0.00
8132,307118,49.96,30.04,404.00,292.00,1.75,0.00,0.00
8133,307125,50.49,29.51,388.00,270.00,1.75,0.00,0.00
8134,307132,48.36,31.64,379.00,285.00,1.75,0.00,0.00
8135,307139,46.05,33.95,389.00,321.00,1.75,0.00,0.00
8136,307145,46.13,33.87,391.00,322.00,1.75,0.00,0.00
8137,307152,45.51,34.49,389.00,327.00,1.75,0.00,0.00
8138,307160,47.91,32.09,386.00,297.00,1.75,0.00,0.00
8139,307167,49.33,30.67,390.00,285.00,1.75,0.00,0.00
8140,307174,49.51,30.49,391.00,284.00,1.75,0.00,0.00
8141,307181,45.60,34.40,378.00,315.00,1.75,0.00,0.00
8142,307188,43.02,36.98,366.00,332.00,1.75,0.00,0.00
8143,307195,42.58,37.42,364.00,335.00,1.75,0.00,0.00
8144,307202,43.38,36.62,354.00,316.00,1.75,0.00,0.00
8145,307209,42.84,37.16,367.00,335.00,1.75,0.00,0.00
8146,307216,43.20,36.80,364.00,328.00,1.75,0.00,0.00
8147,307223,47.38,32.62,381.00,298.00,1.75,0.00,0.00
8148,307230,47.65,32.35,383.00,297.00,1.75,0.00,0.00
8149,307237,49.07,30.93,389.00,287.00,1.75,0.00,0.00
8150,307245,50.76,29.24,403.00,282.00,1.75,0.00,0.00
8151,307251,52.18,27.82,393.00,256.00,1.75,0.00,0.00
8152,307258,53.16,26.84,416.00,268.00,1.75,0.00,0.00
8153,307265,52.36,27.64,399.00,260.00,1.75,0.00,0.00
8154,307272,49.42,30.58,395.00,289.00,1.75,0.00,0.00
8155,307279,48.45,31.55,389.00,294.00,1.75,0.00,0.00
8156,307287,45.25,34.75,387.00,328.00,1.75,0.00,0.00
8157,307294,44.27,35.73,386.00,338.00,1.75,0.00,0.00
8158,307300,41.96,38.04,372.00,350.00,1.75,0.00,0.00
8159,307307,42.04,37.96,351.00,328.00,1.75,0.00,0.00
8160,307314,45.87,34.13,355.00,289.00,1.75,0.00,0.00
8161,307321,48.18,31.82,354.00,262.00,1.75,0.00,0.00
8162,307329,50.40,29.60,365.00,248.00,1.75,0.00,0.00
8163,307336,48.09,31.91,337.00,246.00,1.75,0.00,0.00
8164,307343,45.51,34.49,330.00,268.00,1.75,0.00,0.00
8165,307350,44.89,35.11,320.00,265.00,1.75,0.00,0.00
8166,307356,44.18,35.82,313.00,266.00,1.75,0.00,0.00
8167,307363,42.76,37.24,326.00,295.00,1.75,0.00,0.00
8168,307371,44.89,35.11,328.00,273.00,1.75,0.00,0.00
8169,307378,45.87,34.13,357.00,291.00,1.75,0.00,0.00
8170,307385,47.20,32.80,390.00,309.00,1.75,0.00,0.00
8171,307392,46.49,33.51,395.00,322.00,1.75,0.00,0.00
8172,307399,46.76,33.24,388.00,312.00,1.75,0.00,0.00
8173,307405,46.93,33.07,390.00,312.00,1.75,0.00,0.00
8174,307412,46.40,33.60,393.00,321.00,1.75,0.00,0.00
8175,307420,49.69,30.31,402.00,293.00,1.75,0.00,0.00
8176,307427,51.38,28.62,388.00,260.00,1.75,0.00,0.00
8177,307434,50.49,29.51,385.00,267.00,1.75,0.00,0.00
8178,307441,49.25,30.75,389.00,285.00,1.75,0.00,0.00
8179,307448,48.00,32.00,375.00,285.00,1.75,0.00,0.00
8180,307456,48.27,31.73,395.00,302.00,1.75,0.00,0.00
8181,307463,46.31,33.69,381.00,310.00,1.75,0.00,0.00
8182,307469,47.29,32.71,389.00,307.00,1.75,0.00,0.00
8183,307476,48.80,31.20,393.00,294.00,1.75,0.00,0.00
8184,307483,52.27,27.73,417.00,279.00,1.75,0.00,0.00
8185,307490,60.27,19.73,474.00,246.00,1.75,0.00,0.00
8186,307497,53.42,26.58,439.00,288.00,1.75,0.00,0.00
8187,307505,51.29,28.71,460.00,333.00,1.75,0.00,0.00
8188,307512,56.62,23.38,482.00,295.00,1.75,0.00,0.00
8189,307519,62.49,17.51,537.00,284.00,1.75,0.00,0.00
8190,307526,68.71,11.29,594.00,271.00,1.75,0.00,0.00
8191,307532,70.14,9.86,612.00,273.00,1.75,0.00,0.00
8192,307539,70.05,9.95,625.00,287.00,1.75,0.00,0.00
8193,307547,71.29,8.71,650.00,298.00,1.75,0.00,0.00
8194,307554,73.60,6.40,661.00,283.00,1.75,0.00,0.00
8195,307561,76.89,3.11,686.00,271.00,1.75,0.00,0.00
8196,307567,78.14,1.86,699.00,270.00,1.75,0.00,0.00
8197,307574,83.12,-3.12,706.00,221.00,1.75,0.00,0.00
8198,307581,84.54,-4.54,717.00,216.00,1.75,0.00,0.00
8199,307589,86.85,-6.85,741.00,214.00,1.75,0.00,0.00
8200,307596,88.81,-8.81,754.00,205.00,1.75,0.00,0.00
8201,307603,84.81,-4.81,743.00,239.00,1.75,0.00,0.00
8202,307610,84.27,-4.27,746.00,248.00,1.75,0.00,0.00
8203,307617,83.65,-3.65,747.00,256.00,1.75,0.00,0.00
8204,307623,83.12,-3.12,732.00,247.00,1.75,0.00,0.00
8205,307631,83.29,-3.29,750.00,263.00,1.75,0.00,0.00
8206,307638,80.01,-0.01,739.00,289.00,1.75,0.00,0.00
8207,307645,76.98,3.02,713.00,297.00,1.75,0.00,0.00
8208,307652,74.23,5.77,662.00,277.00,1.75,0.00,0.00
8209,307659,74.32,5.68,641.00,255.00,1.75,0.00,0.00
8210,307665,76.72,3.28,649.00,236.00,1.75,0.00,0.00
8211,307673,77.87,2.13,643.00,217.00,1.75,0.00,0.00
8212,307680,75.12,4.88,634.00,239.00,1.75,0.00,0.00
8213,307687,72.18,7.82,619.00,257.00,1.75,0.00,0.00
8214,307694,66.14,13.86,563.00,269.00,1.75,0.00,0.00
8215,307701,60.18,19.82,498.00,271.00,1.75,0.00,0.00
8216,307708,53.42,26.58,433.00,282.00,1.75,0.00,0.00
8217,307715,49.60,30.40,373.00,265.00,1.75,0.00,0.00
8218,307722,49.16,30.84,360.00,257.00,1.75,0.00,0.00
8219,307729,46.40,33.60,325.00,253.00,1.75,0.00,0.00
8220,307736,43.29,36.71,298.00,261.00,1.75,0.00,0.00
8221,307743,40.89,39.11,271.00,261.00,1.75,0.00,0.00
8222,307749,39.56,40.44,252.00,257.00,1.75,0.00,0.00
8223,307757,38.31,41.69,254.00,273.00,1.75,0.00,0.00
8224,307764,42.40,37.60,306.00,279.00,1.75,0.00,0.00
8225,307771,45.51,34.49,321.00,259.00,1.75,0.00,0.00
8226,307778,47.82,32.18,341.00,253.00,1.75,0.00,0.00
8227,307785,51.02,28.98,335.00,211.00,1.75,0.00,0.00
8228,307792,49.96,30.04,347.00,235.00,1.75,0.00,0.00
8229,307799,48.36,31.64,337.00,243.00,1.75,0.00,0.00
8230,307806,46.49,33.51,319.00,246.00,1.75,0.00,0.00
8231,307813,44.00,36.00,309.00,264.00,1.75,0.00,0.00
8232,307820,42.84,37.16,300.00,268.00,1.75,0.00,0.00
8233,307827,40.00,40.00,322.00,322.00,1.75,0.00,0.00
8234,307833,38.84,41.16,319.00,332.00,1.75,0.00,0.00
8235,307841,38.84,41.16,327.00,340.00,1.75,0.00,0.00
8236,307848,36.09,43.91,318.00,362.00,1.75,0.00,0.00
8237,307855,37.96,42.04,317.00,340.00,1.75,0.00,0.00
8238,307861,41.16,38.84,329.00,316.00,1.75,0.00,0.00
8239,307868,42.13,37.87,331.00,307.00,1.75,0.00,0.00
8240,307875,42.22,37.78,334.00,309.00,1.75,0.00,0.00
8241,307883,43.73,36.27,328.00,286.00,1.75,0.00,0.00
8242,307890,42.04,37.96,332.00,309.00,1.75,0.00,0.00
8243,307896,40.44,39.56,321.00,316.00,1.75,0.00,0.00
8244,307903,41.60,38.40,320.00,302.00,1.75,0.00,0.00
8245,307910,41.87,38.13,321.00,300.00,1.75,0.00,0.00
8246,307917,43.38,36.62,322.00,284.00,1.75,0.00,0.00
8247,307924,47.82,32.18,354.00,266.00,1.75,0.00,0.00
8248,307931,48.45,31.55,352.00,257.00,1.75,0.00,0.00
8249,307938,49.51,30.49,378.00,271.00,1.75,0.00,0.00
8250,307945,49.78,30.22,360.00,250.00,1.75,0.00,0.00
8251,307952,46.85,33.15,366.00,289.00,1.75,0.00,0.00
8252,307959,43.20,36.80,332.00,296.00,1.75,0.00,0.00
8253,307966,41.87,38.13,318.00,297.00,1.75,0.00,0.00
8254,307974,42.84,37.16,328.00,296.00,1.75,0.00,0.00
8255,307980,44.27,35.73,308.00,260.00,1.75,0.00,0.00
8256,307987,42.58,37.42,288.00,259.00,1.75,0.00,0.00
8257,307994,42.58,37.42,293.00,264.00,1.75,0.00,0.00
8258,308001,42.13,37.87,281.00,257.00,1.75,0.00,0.00
8259,308008,32.27,47.73,248.00,335.00,1.75,0.00,0.00
8260,308015,37.16,42.84,258.00,290.00,1.75,0.00,0.00
8261,308022,38.58,41.42,274.00,290.00,1.75,0.00,0.00
8262,308029,42.58,37.42,306.00,277.00,1.75,0.00,0.00
8263,308036,48.27,31.73,347.00,254.00,1.75,0.00,0.00
8264,308043,50.58,29.42,358.00,239.00,1.75,0.00,0.00
8265,308050,53.07,26.93,364.00,217.00,1.75,0.00,0.00
8266,308057,52.62,27.38,349.00,207.00,1.75,0.00,0.00
8267,308064,50.58,29.42,343.00,224.00,1.75,0.00,0.00
8268,308071,50.05,29.95,337.00,224.00,1.75,0.00,0.00
8269,308078,47.02,32.98,338.00,259.00,1.75,0.00,0.00
8270,308085,43.91,36.09,348.00,304.00,1.75,0.00,0.00
8271,308092,39.38,40.62,312.00,319.00,1.75,0.00,0.00
8272,308099,41.33,38.67,297.00,282.00,1.75,0.00,0.00
8273,308106,43.47,36.53,329.00,290.00,1.75,0.00,0.00
8274,308113,42.22,37.78,345.00,320.00,1.75,0.00,0.00
8275,308120,41.69,38.31,345.00,326.00,1.75,0.00,0.00
8276,308127,40.89,39.11,344.00,334.00,1.75,0.00,0.00
8277,308133,43.02,36.98,358.00,324.00,1.75,0.00,0.00
8278,308141,44.27,35.73,340.00,292.00,1.75,0.00,0.00
8279,308148,45.87,34.13,340.00,274.00,1.75,0.00,0.00
8280,308155,45.33,34.67,331.00,271.00,1.75,0.00,0.00
8281,308162,44.71,35.29,316.00,263.00,1.75,0.00,0.00
8282,308169,41.69,38.31,306.00,287.00,1.75,0.00,0.00
8283,308175,38.58,41.42,292.00,308.00,1.75,0.00,0.00
8284,308183,36.00,44.00,273.00,318.00,1.75,0.00,0.00
8285,308190,34.49,45.51,253.00,315.00,1.75,0.00,0.00
8286,308197,33.33,46.67,257.00,332.00,1.75,0.00,0.00
8287,308204,33.87,46.13,237.00,306.00,1.75,0.00,0.00
8288,308210,32.89,47.11,235.00,315.00,1.75,0.00,0.00
8289,308217,30.84,49.16,227.00,330.00,1.75,0.00,0.00
8290,308225,33.33,46.67,231.00,306.00,1.75,0.00,0.00
8291,308232,34.13,45.87,225.00,291.00,1.75,0.00,0.00
8292,308238,36.27,43.73,237.00,279.00,1.75,0.00,0.00
8293,308245,38.49,41.51,250.00,267.00,1.75,0.00,0.00
8294,308252,41.78,38.22,278.00,258.00,1.75,0.00,0.00
8295,308259,43.56,36.44,288.00,248.00,1.75,0.00,0.00
8296,308267,44.98,35.02,310.00,254.00,1.75,0.00,0.00
8297,308273,46.93,33.07,318.00,240.00,1.75,0.00,0.00
8298,308280,48.62,31.38,336.00,239.00,1.75,0.00,0.00
8299,308287,48.62,31.38,331.00,234.00,1.75,0.00,0.00
8300,308294,47.02,32.98,329.00,250.00,1.75,0.00,0.00
8301,308301,45.78,34.22,315.00,250.00,1.75,0.00,0.00
8302,308308,42.67,37.33,299.00,269.00,1.75,0.00,0.00
8303,308316,38.76,41.24,286.00,300.00,1.75,0.00,0.00
8304,308322,37.69,42.31,270.00,296.00,1.75,0.00,0.00
8305,308329,38.22,41.78,261.00,281.00,1.75,0.00,0.00
8306,308336,42.04,37.96,278.00,255.00,1.75,0.00,0.00
8307,308343,44.62,35.38,273.00,221.00,1.75,0.00,0.00
8308,308350,47.29,32.71,310.00,228.00,1.75,0.00,0.00
8309,308357,48.09,31.91,329.00,238.00,1.75,0.00,0.00
8310,308364,46.31,33.69,353.00,282.00,1.75,0.00,0.00
8311,308371,44.00,36.00,375.00,330.00,1.75,0.00,0.00
8312,308378,48.53,31.47,397.00,301.00,1.75,0.00,0.00
8313,308385,54.40,25.60,411.00,249.00,1.75,0.00,0.00
8314,308392,56.00,24.00,414.00,234.00,1.75,0.00,0.00
8315,308400,55.02,24.98,418.00,249.00,1.75,0.00,0.00
8316,308407,59.02,20.98,436.00,222.00,1.75,0.00,0.00
8317,308413,57.69,22.31,452.00,253.00,1.75,0.00,0.00
8318,308420,57.69,22.31,456.00,257.00,1.75,0.00,0.00
8319,308427,57.34,22.66,441.00,246.00,1.75,0.00,0.00
8320,308434,54.05,25.95,422.00,264.00,1.75,0.00,0.00
8321,308442,54.22,25.78,416.00,256.00,1.75,0.00,0.00
8322,308449,53.33,26.66,411.00,261.00,1.75,0.00,0.00
8323,308456,55.29,24.71,413.00,241.00,1.75,0.00,0.00
8324,308463,54.40,25.60,398.00,236.00,1.75,0.00,0.00
8325,308470,54.14,25.86,381.00,222.00,1.75,0.00,0.00
8326,308476,53.87,26.13,373.00,217.00,1.75,0.00,0.00
8327,308484,51.11,28.89,352.00,227.00,1.75,0.00,0.00
8328,308491,49.16,30.84,329.00,226.00,1.75,0.00,0.00
8329,308498,48.89,31.11,318.00,218.00,1.75,0.00,0.00
8330,308505,47.38,32.62,307.00,224.00,1.75,0.00,0.00
8331,308512,44.18,35.82,292.00,245.00,1.75,0.00,0.00
8332,308519,44.36,35.64,295.00,246.00,1.75,0.00,0.00
8333,308526,42.76,37.24,299.00,268.00,1.75,0.00,0.00
8334,308533,42.67,37.33,294.00,264.00,1.75,0.00,0.00
8335,308540,42.67,37.33,296.00,266.00,1.75,0.00,0.00
8336,308547,47.91,32.09,325.00,236.00,1.75,0.00,0.00
8337,308554,50.05,29.95,352.00,239.00,1.75,0.00,0.00
8338,308561,49.96,30.04,362.00,250.00,1.75,0.00,0.00
8339,308569,51.47,28.53,401.00,272.00,1.75,0.00,0.00
8340,308575,50.22,29.78,376.00,261.00,1.75,0.00,0.00
8341,308582,46.13,33.87,353.00,284.00,1.75,0.00,0.00
8342,308589,44.71,35.29,349.00,296.00,1.75,0.00,0.00
8343,308596,47.47,32.53,355.00,271.00,1.75,0.00,0.00
8344,308603,47.11,32.89,346.00,266.00,1.75,0.00,0.00
8345,308611,47.73,32.27,353.00,266.00,1.75,0.00,0.00
8346,308618,51.56,28.44,360.00,230.00,1.75,0.00,0.00
8347,308625,52.09,27.91,360.00,224.00,1.75,0.00,0.00
8348,308632,53.07,26.93,343.00,196.00,1.75,0.00,0.00
8349,308638,54.94,25.06,355.00,187.00,1.75,0.00,0.00
8350,308645,53.87,26.13,352.00,196.00,1.75,0.00,0.00
8351,308653,51.82,28.18,341.00,208.00,1.75,0.00,0.00
8352,308660,50.40,29.60,357.00,240.00,1.75,0.00,0.00
8353,308667,49.07,30.93,360.00,258.00,1.75,0.00,0.00
8354,308674,48.09,31.91,383.00,292.00,1.75,0.00,0.00
8355,308681,45.33,34.67,368.00,308.00,1.75,0.00,0.00
8356,308688,44.09,35.91,369.00,323.00,1.75,0.00,0.00
8357,308695,43.64,36.36,353.00,312.00,1.75,0.00,0.00
8358,308702,43.38,36.62,353.00,315.00,1.75,0.00,0.00
8359,308709,44.09,35.91,356.00,310.00,1.75,0.00,0.00
8360,308716,45.33,34.67,353.00,293.00,1.75,0.00,0.00
